image_id,unetpp_prnu_illum_iou,unetpp_prnu_illum_dice,unetpp_prnu_illum_bf_score,unetpp_prnu_freq_iou,unetpp_prnu_freq_dice,unetpp_prnu_freq_bf_score,unetpp_freq_illum_iou,unetpp_freq_illum_dice,unetpp_freq_illum_bf_score,unetpp_all_iou,unetpp_all_dice,unetpp_all_bf_score,notes
38,0.955848,0.977426,1,0.966667,0.983051,1,0.947576,0.973082,1,0.956202,0.97761,1,
39,0.94077,0.969481,1,0.909983,0.95287,0.993769,0.838843,0.91236,0.61442,0.943057,0.970694,1,
40,0.968297,0.983893,1,0.959582,0.979374,1,0.919795,0.958222,1,0.950617,0.974684,1,
41,0.969276,0.984398,1,0.955811,0.977406,1,0.971175,0.985377,1,0.963768,0.98155,1,
42,0.926157,0.961663,0.955892,0.923948,0.960471,0.884615,0.948649,0.973648,1,0.925194,0.961144,1,
43,0.953333,0.976109,1,0.961392,0.980316,1,0.92068,0.958702,0.954805,0.967824,0.983649,1,
44,0.952977,0.975922,0.99452,0.959372,0.979265,1,0.916407,0.95638,0.879848,0.975164,0.987426,1,
45,0.936116,0.967004,0.940195,0.920743,0.958736,0.943164,0.944341,0.971374,1,0.905367,0.950334,0.870109,
46,0.917466,0.956957,0.951218,0.874548,0.933076,0.792046,0.940491,0.969333,1,0.924383,0.960706,1,
47,0.969031,0.984272,1,0.965147,0.982265,1,0.967323,0.98339,1,0.96419,0.981768,1,
48,0.946671,0.972605,1,0.94076,0.969476,0.989305,0.943857,0.971118,1,0.95753,0.978304,1,
49,0.940031,0.969089,1,0.962554,0.98092,1,0.946822,0.972684,0.963731,0.967604,0.983535,1,
50,0.959106,0.979126,1,0.950566,0.974657,1,0.957093,0.978076,1,0.951558,0.975178,1,
51,0.912842,0.954435,0.996923,0.920488,0.958598,1,0.860825,0.925208,0.779141,0.901823,0.948377,1,
52,0.973373,0.986507,1,0.952759,0.975808,0.988666,0.969573,0.984552,1,0.982554,0.9912,1,
53,0.950826,0.974793,1,0.935287,0.966562,0.982401,0.869549,0.930223,0.730872,0.962792,0.981044,1,
54,0.975441,0.987568,1,0.966922,0.983183,1,0.950225,0.974477,1,0.97314,0.986387,1,
55,0.878462,0.935299,0.747393,0.923738,0.960357,0.855183,0.867292,0.92893,0.758728,0.873892,0.932702,0.747258,
56,0.934252,0.966009,1,0.955477,0.977232,1,0.959813,0.979494,1,0.945042,0.971745,1,
57,0.949227,0.973952,1,0.928045,0.96268,0.993671,0.932404,0.96502,1,0.951166,0.974972,1,
58,0.942126,0.970201,1,0.949842,0.974276,0.994047,0.968494,0.983995,1,0.945871,0.972183,1,
59,0.934541,0.966163,1,0.89833,0.946442,0.870942,0.914077,0.95511,0.898851,0.92487,0.960969,0.971128,
60,0.933636,0.965679,1,0.919007,0.957794,0.981807,0.941152,0.969684,1,0.909454,0.95258,0.993918,
61,0.915713,0.956002,0.870768,0.937761,0.967881,0.938718,0.888734,0.94109,0.83488,0.936568,0.967245,0.949719,
62,0.945185,0.97182,0.988439,0.960046,0.979616,1,0.927692,0.96249,0.970499,0.95669,0.977866,1,
63,0.889793,0.941683,0.775148,0.928158,0.96274,0.911369,0.906939,0.951199,0.869959,0.936385,0.967147,0.99408,
64,0.973538,0.986591,1,0.960247,0.97972,1,0.96753,0.983497,1,0.972541,0.986079,1,
65,0.973538,0.986591,1,0.960247,0.97972,1,0.96753,0.983497,1,0.972541,0.986079,1,
66,0.93637,0.96714,0.963755,0.940351,0.969259,0.972208,0.915718,0.956005,0.982955,0.941917,0.97009,0.927434,
67,0.961715,0.980484,1,0.932359,0.964996,1,0.955749,0.977374,1,0.945825,0.972158,1,
68,0.970206,0.984878,1,0.946074,0.97229,0.951813,0.945312,0.971888,1,0.966456,0.982942,1,
69,0.921162,0.958963,0.909112,0.929844,0.963647,0.96235,0.941132,0.969674,1,0.935629,0.966744,1,
70,0.923301,0.960121,0.832938,0.959942,0.979562,1,0.924396,0.960713,1,0.951087,0.97493,1,
71,0.95127,0.975026,1,0.938255,0.968144,1,0.939973,0.969058,1,0.950842,0.974802,1,
72,0.961246,0.98024,1,0.950909,0.974837,1,0.952155,0.975491,0.994219,0.963477,0.981399,1,
73,0.96102,0.980123,1,0.960058,0.979622,0.997183,0.953018,0.975944,1,0.944989,0.971717,1,
74,0.956211,0.977616,1,0.961451,0.980346,1,0.960938,0.98008,1,0.965327,0.982358,1,
75,0.942088,0.970181,0.926797,0.942378,0.970335,0.987948,0.919968,0.958316,0.958205,0.961948,0.980605,1,
76,0.943396,0.970874,0.949005,0.954138,0.976531,1,0.90953,0.952622,0.870317,0.941869,0.970064,1,
77,0.930715,0.964114,1,0.96411,0.981727,1,0.885435,0.939237,0.848361,0.962811,0.981053,1,
78,0.963455,0.981387,1,0.959486,0.979324,1,0.948624,0.973635,1,0.960092,0.97964,1,
79,0.975142,0.987415,1,0.96282,0.981058,1,0.924797,0.960929,0.944629,0.958511,0.978816,1,
80,0.942479,0.970388,0.943089,0.954469,0.976704,1,0.902765,0.948898,0.973255,0.956751,0.977898,1,
81,0.963504,0.981413,1,0.96553,0.982463,1,0.930938,0.964234,1,0.971816,0.985706,1,
82,0.947777,0.973188,0.955492,0.963472,0.981396,1,0.977842,0.988797,1,0.934266,0.966016,0.916866,
83,0.961286,0.980261,1,0.956239,0.97763,1,0.934822,0.966313,1,0.957286,0.978177,1,
84,0.966366,0.982895,1,0.936585,0.967254,0.988791,0.943213,0.970777,0.916866,0.969466,0.984496,1,
85,0.955283,0.97713,1,0.949292,0.973987,1,0.941956,0.97011,1,0.921762,0.959289,0.953127,
86,0.954985,0.976974,1,0.961317,0.980277,1,0.912846,0.954437,0.956093,0.969303,0.984412,1,
87,0.966585,0.983008,1,0.966922,0.983183,1,0.901445,0.948169,0.818076,0.967562,0.983514,1,
88,0.962535,0.98091,1,0.943198,0.970769,0.96629,0.946794,0.97267,1,0.96462,0.981992,1,
89,0.924958,0.961016,0.941372,0.921886,0.959355,0.95255,0.824697,0.903928,0.554286,0.927204,0.962227,0.95492,
90,0.962994,0.981148,1,0.967648,0.983558,1,0.914935,0.955578,0.86833,0.977843,0.988797,1,
91,0.903982,0.94957,0.885712,0.850947,0.919472,0.70076,0.851201,0.91962,0.735999,0.897017,0.945713,0.828571,
92,0.938586,0.96832,1,0.934039,0.965895,1,0.909228,0.952456,1,0.945373,0.97192,0.994011,
93,0.903861,0.949503,0.941174,0.877064,0.934506,0.805239,0.915966,0.95614,0.982266,0.90478,0.95001,0.924011,
94,0.945331,0.971897,1,0.942183,0.970231,0.907104,0.961617,0.980433,1,0.975485,0.98759,1,
95,0.957831,0.978462,1,0.961231,0.980232,1,0.897629,0.946053,0.869579,0.934241,0.966003,0.951988,
96,0.951975,0.975397,1,0.962911,0.981105,1,0.892323,0.943098,0.859154,0.945044,0.971746,0.977835,
97,0.919601,0.958117,0.935424,0.932687,0.965171,0.964004,0.916765,0.956575,0.859498,0.945226,0.971842,1,
98,0.918052,0.957275,1,0.921492,0.959142,0.988164,0.931452,0.964509,0.993957,0.929791,0.963618,1,
99,0.965787,0.982596,1,0.91135,0.953619,0.919587,0.953498,0.976195,1,0.971202,0.985391,1,
100,0.959464,0.979313,1,0.955423,0.977203,1,0.953464,0.976178,1,0.953136,0.976006,1,
101,0.906111,0.950743,0.871675,0.943618,0.970991,0.961469,0.922251,0.959553,0.932126,0.924024,0.960512,0.849246,
102,0.947104,0.972834,1,0.948183,0.973402,1,0.940921,0.969561,1,0.965829,0.982618,1,
103,0.939614,0.968867,1,0.900865,0.947847,0.888314,0.955662,0.977328,1,0.915912,0.956111,0.92397,
104,0.956384,0.977706,1,0.961322,0.98028,1,0.961485,0.980364,1,0.977003,0.988368,1,
105,0.961876,0.980567,1,0.948096,0.973356,1,0.957313,0.978191,0.945044,0.95122,0.975,0.983636,
106,0.96532,0.982354,1,0.953711,0.976307,1,0.951547,0.975172,1,0.955412,0.977197,1,
107,0.920532,0.958622,0.976641,0.950787,0.974773,1,0.921766,0.959291,0.982142,0.93516,0.966494,0.982283,
108,0.960352,0.979775,1,0.957695,0.97839,1,0.955782,0.977391,1,0.950284,0.974508,1,
109,0.959632,0.9794,1,0.959473,0.979317,1,0.964465,0.981911,1,0.965166,0.982274,1,
110,0.965361,0.982375,1,0.969668,0.9846,1,0.959249,0.979201,1,0.973243,0.98644,1,
111,0.941715,0.969983,0.9875,0.955462,0.977224,1,0.879523,0.9359,0.83245,0.942833,0.970576,1,
112,0.946099,0.972303,1,0.936538,0.967229,0.958574,0.912104,0.954032,0.965451,0.924318,0.960671,0.840237,
113,0.89964,0.947169,0.951143,0.903059,0.949061,0.920654,0.877215,0.934592,0.862128,0.907921,0.951739,0.951218,
114,0.952633,0.975742,1,0.95286,0.975861,1,0.935754,0.966811,1,0.955385,0.977183,1,
115,0.912119,0.95404,0.882979,0.949136,0.973904,0.951859,0.953452,0.976171,1,0.958713,0.978921,0.994666,
116,0.927349,0.962305,0.98153,0.934029,0.965889,0.987421,0.940565,0.969372,1,0.956195,0.977607,1,
117,0.962647,0.980968,1,0.952474,0.975659,1,0.935445,0.966646,1,0.940661,0.969423,1,
118,0.866514,0.928484,0.774373,0.931373,0.964467,0.908649,0.853311,0.92085,0.705234,0.929639,0.963537,0.916905,
119,0.933536,0.965626,1,0.917845,0.957163,0.922093,0.933071,0.965377,1,0.937354,0.967664,1,
120,0.952381,0.97561,1,0.956673,0.977857,1,0.932302,0.964965,1,0.931682,0.964633,1,
121,0.947736,0.973167,1,0.967201,0.983327,1,0.94868,0.973664,1,0.960326,0.979762,1,
122,0.945455,0.971963,1,0.944238,0.971319,1,0.934568,0.966177,1,0.944467,0.971441,1,
123,0.940584,0.969383,1,0.919245,0.957923,0.983737,0.896163,0.945238,0.773274,0.926299,0.961739,1,
124,0.931206,0.964378,0.978136,0.938482,0.968265,0.956283,0.918402,0.957465,0.88472,0.916446,0.956401,0.859942,
125,0.953945,0.97643,1,0.951209,0.974995,1,0.912127,0.954044,0.8181,0.951115,0.974945,1,
126,0.973323,0.986481,1,0.966057,0.982736,1,0.968085,0.983784,1,0.980734,0.990273,1,
127,0.937384,0.96768,0.979742,0.951319,0.975052,1,0.931148,0.964346,1,0.962039,0.980653,1,
128,0.971733,0.985664,1,0.963991,0.981665,1,0.958445,0.978782,1,0.955155,0.977063,1,
129,0.937525,0.967755,0.939172,0.946586,0.97256,1,0.947558,0.973073,1,0.963355,0.981336,1,
130,0.95285,0.975856,1,0.91958,0.958106,0.960452,0.926671,0.96194,0.916602,0.953959,0.976437,1,
131,0.980731,0.990272,1,0.965957,0.982684,1,0.945894,0.972195,0.967799,0.968016,0.983748,1,
132,0.979687,0.989739,1,0.949528,0.974111,1,0.931885,0.964742,0.9875,0.97596,0.987834,1,
133,0.96393,0.981634,1,0.958348,0.978731,0.994429,0.953747,0.976326,1,0.947632,0.973112,1,
134,0,0,0,0,0,0,0,0,0,0,0,0,
135,0.936779,0.967358,0.928369,0.956393,0.977711,0.994285,0.850052,0.918949,0.638174,0.941176,0.969697,1,
136,0.943687,0.971028,0.994284,0.86991,0.93043,0.699599,0.914437,0.955306,0.966003,0.95677,0.977908,1,
137,0.976483,0.988101,1,0.975385,0.987539,1,0.946882,0.972716,0.99452,0.975212,0.987451,1,
138,0.938367,0.968204,1,0.924757,0.960908,0.946108,0.890736,0.942211,0.753565,0.932981,0.965329,0.964072,
139,0.967469,0.983466,1,0.925385,0.961247,0.912292,0.945584,0.972031,1,0.973507,0.986576,1,
140,0.955164,0.977068,1,0.950544,0.974645,1,0.960969,0.980096,1,0.972644,0.986133,1,
141,0.925993,0.961575,1,0.939988,0.969066,0.963783,0.778349,0.875361,0.585042,0.923054,0.959988,0.930963,
142,0.899935,0.947332,0.896978,0.928594,0.962975,0.989418,0.862091,0.925939,0.691946,0.913198,0.95463,0.919166,
143,0.904148,0.949662,0.993902,0.953236,0.976058,1,0.931575,0.964575,1,0.963644,0.981485,1,
144,0.940063,0.969106,1,0.948108,0.973363,1,0.917818,0.957148,0.88741,0.938768,0.968417,1,
145,0.949558,0.974126,1,0.951488,0.975141,1,0.929087,0.96324,0.92062,0.95274,0.975798,1,
146,0.963297,0.981305,1,0.94315,0.970743,0.99468,0.96063,0.97992,1,0.957606,0.978344,1,
147,0.906887,0.95117,0.786397,0.905079,0.950175,0.781351,0.924682,0.960867,0.983002,0.890378,0.942011,0.747379,
148,0.963423,0.981371,1,0.964691,0.982028,1,0.936701,0.967316,0.994548,0.957134,0.978097,1,
149,0.950152,0.974439,1,0.944763,0.971597,1,0.937082,0.967519,1,0.948675,0.973662,1,
150,0.963294,0.981304,1,0.965471,0.982432,1,0.922802,0.959852,0.99449,0.963702,0.981515,0.983561,
151,0.948868,0.973763,1,0.965633,0.982516,1,0.932763,0.965212,0.909328,0.938909,0.968492,0.957831,
152,0.949731,0.974218,1,0.964217,0.981783,1,0.965182,0.982282,1,0.95,0.974359,1,
153,0.943505,0.970931,1,0.955521,0.977255,1,0.965021,0.982199,1,0.95752,0.978299,1,
154,0.969499,0.984513,1,0.973159,0.986397,1,0.955483,0.977235,1,0.977124,0.98843,1,
155,0.956579,0.977807,1,0.94624,0.972378,1,0.949518,0.974106,1,0.925498,0.961308,1,
156,0.911775,0.953852,0.99435,0.918949,0.957763,0.965313,0.901947,0.948446,0.890769,0.928192,0.962759,0.988761,
157,0.906785,0.951114,0.918033,0.8981,0.946315,0.885481,0.942645,0.970476,0.983592,0.8979,0.946204,0.873388,
158,0.948655,0.973651,1,0.951517,0.975156,1,0.946868,0.972709,1,0.963707,0.981518,1,
159,0.959563,0.979364,1,0.898823,0.946716,0.894619,0.932049,0.96483,0.949008,0.945966,0.972233,0.98847,
160,0.88285,0.93778,0.815692,0.909677,0.952703,0.936566,0.932166,0.964892,1,0.904737,0.949986,0.947566,
161,0.976392,0.988055,1,0.971691,0.985642,1,0.957178,0.978121,1,0.957162,0.978112,1,
162,0.970294,0.984923,1,0.965152,0.982267,1,0.941115,0.969664,1,0.959239,0.979196,1,
163,0.942857,0.970588,1,0.963184,0.981247,1,0.934114,0.965935,1,0.939229,0.968662,1,
164,0.779196,0.875897,0.169045,0.785729,0.880009,0.373136,0.726437,0.841545,0.312946,0.762453,0.865218,0.329031,
165,0.970522,0.985041,1,0.983545,0.991704,1,0.970434,0.984995,1,0.983446,0.991654,1,
166,0.95618,0.977599,1,0.94857,0.973606,1,0.931973,0.964789,1,0.95082,0.97479,1,
167,0.97967,0.989731,1,0.971154,0.985366,1,0.921082,0.95892,0.982405,0.971014,0.985294,1,
168,0.940184,0.96917,0.988164,0.954718,0.976835,1,0.971418,0.985502,1,0.944951,0.971696,1,
169,0.972185,0.985896,1,0.97346,0.986552,1,0.924344,0.960685,0.983514,0.951364,0.975076,0.994594,
170,0.965465,0.982429,1,0.959774,0.979474,1,0.921369,0.959076,1,0.955844,0.977424,1,
171,0.951513,0.975154,1,0.940722,0.969456,1,0.949622,0.97416,1,0.975974,0.987841,1,
172,0.957265,0.978166,1,0.909305,0.952498,0.994459,0.930128,0.963799,0.988888,0.94543,0.97195,1,
173,0.926154,0.961661,0.95255,0.920755,0.958743,0.977707,0.913128,0.954592,0.824468,0.909901,0.952825,0.863582,
174,0.915361,0.95581,0.887336,0.930368,0.963928,0.994099,0.935644,0.966752,1,0.934875,0.966341,1,
175,0.959039,0.979091,1,0.969356,0.98444,1,0.912236,0.954104,0.946275,0.936289,0.967096,0.924021,
176,0.931701,0.964643,0.984166,0.935783,0.966826,1,0.894417,0.944266,0.843868,0.922023,0.959429,0.968254,
177,0.948357,0.973494,0.99458,0.928595,0.962976,0.994609,0.907479,0.951496,0.962264,0.941744,0.969998,0.989129,
178,0.974199,0.986931,1,0.948846,0.973752,0.994186,0.939533,0.968824,1,0.951057,0.974915,1,
179,0.929724,0.963582,1,0.87695,0.934441,0.816098,0.911748,0.953837,0.953176,0.923611,0.960289,1,
180,0.95702,0.978038,1,0.955548,0.977269,0.994398,0.939287,0.968693,1,0.963121,0.981214,1,
181,0.945946,0.972222,1,0.941682,0.969965,1,0.936216,0.967058,0.994286,0.950109,0.974416,1,
182,0.956333,0.977679,1,0.951951,0.975384,1,0.933097,0.965391,1,0.966696,0.983066,1,
183,0.971921,0.985761,1,0.961893,0.980576,1,0.926852,0.962038,1,0.955583,0.977287,1,
184,0.909555,0.952636,0.835916,0.916492,0.956427,0.950649,0.859492,0.924438,0.606218,0.921931,0.95938,0.948505,
185,0.976162,0.987937,1,0.964834,0.982102,1,0.961738,0.980496,1,0.974597,0.987135,1,
186,0.95935,0.979253,1,0.964411,0.981883,1,0.931381,0.964471,1,0.970806,0.985187,1,
187,0.9625,0.980892,1,0.957205,0.978134,1,0.931784,0.964688,1,0.966601,0.983017,1,
188,0.965777,0.982591,1,0.963876,0.981606,1,0.97269,0.986156,1,0.974306,0.986986,1,
189,0.970017,0.98478,1,0.968177,0.983831,1,0.891438,0.942604,0.897713,0.980596,0.990203,1,
190,0.953209,0.976044,1,0.942144,0.97021,0.994666,0.92082,0.958778,0.898202,0.929542,0.963485,0.994651,
191,0.948128,0.973373,1,0.956401,0.977715,1,0.939192,0.968643,1,0.951919,0.975368,1,
192,0.9777,0.988724,1,0.967067,0.983258,1,0.9625,0.980892,1,0.982401,0.991123,1,
193,0.939054,0.968569,0.976044,0.897466,0.945963,0.885537,0.955756,0.977377,1,0.933871,0.965805,1,
194,0.954516,0.976729,1,0.971244,0.985412,1,0.944773,0.971602,0.978551,0.958227,0.978668,1,
195,0.960521,0.979863,1,0.948697,0.973673,1,0.903862,0.949504,0.890374,0.949718,0.974211,1,
196,0.927536,0.962406,0.917802,0.945255,0.971857,1,0.954396,0.976666,1,0.970412,0.984984,1,
197,0.94515,0.971801,1,0.952058,0.97544,1,0.799648,0.888671,0.58564,0.941097,0.969655,1,
198,0.960609,0.979909,1,0.92301,0.959964,1,0.877807,0.934928,0.796417,0.962189,0.98073,1,
199,0.96295,0.981125,1,0.974592,0.987132,1,0.932782,0.965222,0.957896,0.94914,0.973907,1,
200,0.962188,0.98073,0.982249,0.910903,0.953374,0.886829,0.938842,0.968456,1,0.962813,0.981054,1,
201,0.964906,0.98214,1,0.961995,0.98063,1,0.9501,0.974411,1,0.966825,0.983133,1,
202,0.79172,0.883754,0.67285,0.87663,0.93426,0.763714,0.853822,0.921148,0.800248,0.834596,0.909842,0.756181,
203,0.946817,0.972682,1,0.925955,0.961554,1,0.939382,0.968744,1,0.941438,0.969836,1,
204,0.957011,0.978033,1,0.953226,0.976053,1,0.909184,0.952432,0.9611,0.964846,0.982109,1,
205,0.92931,0.96336,0.993846,0.929861,0.963656,0.947671,0.889908,0.941748,0.944412,0.940311,0.969237,0.987576,
206,0.948378,0.973505,1,0.954613,0.976779,1,0.927895,0.962599,0.965418,0.944934,0.971687,1,
207,0.964518,0.981939,1,0.961939,0.9806,1,0.914276,0.955219,0.983709,0.959897,0.979538,1,
208,0.945764,0.972126,1,0.959269,0.979211,1,0.964582,0.981972,1,0.974113,0.986887,1,
209,0.951555,0.975176,0.970709,0.952476,0.97566,0.972823,0.933113,0.965399,1,0.958126,0.978615,1,
210,0.966318,0.982871,1,0.91467,0.955433,0.832938,0.938185,0.968107,1,0.936431,0.967172,0.929995,
211,0.962737,0.981015,1,0.956537,0.977786,1,0.968829,0.984168,1,0.96822,0.983853,1,
212,0.932739,0.965199,1,0.915744,0.956019,0.900856,0.952073,0.975448,1,0.924639,0.960844,0.983113,
213,0.954504,0.976722,1,0.962625,0.980957,1,0.934927,0.966369,1,0.95386,0.976385,1,
214,0.905686,0.950509,0.958371,0.924037,0.960519,0.938406,0.908291,0.951942,0.915997,0.911133,0.953501,0.899807,
215,0.93844,0.968243,1,0.954465,0.976702,1,0.928724,0.963045,0.974388,0.943007,0.970668,1,
216,0.946535,0.972533,1,0.965832,0.982619,1,0.962684,0.980987,1,0.950137,0.974431,1,
217,0.899963,0.947348,0.86262,0.944617,0.97152,1,0.841822,0.914119,0.617631,0.938696,0.968379,1,
218,0.967407,0.983433,1,0.968538,0.984017,1,0.931366,0.964463,0.933269,0.974104,0.986882,1,
219,0.961022,0.980123,1,0.961681,0.980466,1,0.954031,0.976475,1,0.975485,0.98759,1,
220,0.932064,0.964838,1,0.929793,0.963619,0.930814,0.95954,0.979352,1,0.93353,0.965623,1,
221,0.972176,0.985892,1,0.967055,0.983252,1,0.950842,0.974802,1,0.972557,0.986088,1,
222,0.947826,0.973214,1,0.961862,0.98056,1,0.93037,0.963929,1,0.948188,0.973405,1,
223,0.848697,0.918157,0.726027,0.831407,0.907943,0.635135,0.838206,0.911982,0.759977,0.831807,0.908182,0.687054,
224,0.900534,0.947664,0.906298,0.945575,0.972026,1,0.897626,0.946052,0.973056,0.915388,0.955825,0.979726,
225,0.952874,0.975868,1,0.963771,0.981551,1,0.950399,0.974569,1,0.942867,0.970593,0.988949,
226,0.937083,0.96752,1,0.952717,0.975786,1,0.928843,0.963109,0.932137,0.936067,0.966978,0.977337,
227,0.958978,0.97906,1,0.920314,0.958504,0.84203,0.855727,0.922255,0.663712,0.952744,0.9758,1,
228,0.96327,0.981291,1,0.968852,0.98418,1,0.958069,0.978586,1,0.977601,0.988674,1,
229,0.958455,0.978787,1,0.937345,0.96766,1,0.942118,0.970197,1,0.940671,0.969429,1,
230,0.963743,0.981537,1,0.962056,0.980661,1,0.909873,0.95281,0.972368,0.966586,0.983009,1,
231,0.971662,0.985627,1,0.939108,0.968598,1,0.852419,0.92033,0.814838,0.947785,0.973193,1,
232,0.861538,0.92562,0.762763,0.849289,0.918504,0.651451,0.867432,0.92901,0.835188,0.819563,0.900835,0.543343,
233,0.959951,0.979566,1,0.948852,0.973755,0.969692,0.880179,0.936272,0.887105,0.938677,0.968369,1,
234,0.940561,0.96937,0.994475,0.946302,0.97241,1,0.943941,0.971162,0.972375,0.933873,0.965806,0.950107,
235,0.928927,0.963154,0.90549,0.939099,0.968593,0.97126,0.882536,0.937604,0.876805,0.938298,0.968167,0.96006,
236,0.936746,0.96734,0.967111,0.902312,0.948648,0.721763,0.889897,0.941741,0.897294,0.937135,0.967548,0.983648,
237,0.949714,0.974208,1,0.94568,0.972082,1,0.909644,0.952685,0.880504,0.950287,0.97451,1,
238,0.97482,0.98725,1,0.958454,0.978786,1,0.963172,0.98124,1,0.968605,0.984052,1,
239,0.960854,0.980036,1,0.97724,0.988489,1,0.961511,0.980378,1,0.96463,0.981997,1,
240,0.921214,0.958992,0.934979,0.931517,0.964545,1,0.88152,0.93703,0.834908,0.974041,0.98685,1,
241,0.923483,0.960219,0.933914,0.939263,0.96868,0.98901,0.862637,0.926254,0.724255,0.929997,0.963729,1,
242,0.948698,0.973674,0.979063,0.928867,0.963122,0.958508,0.935922,0.966901,1,0.966435,0.982931,1,
243,0.969754,0.984645,1,0.97061,0.985086,1,0.966592,0.983012,1,0.969179,0.984348,1,
244,0.941759,0.970006,0.994152,0.948795,0.973725,1,0.881436,0.936982,0.735437,0.924771,0.960915,0.95388,
245,0.953528,0.976211,0.983695,0.942371,0.97033,0.956284,0.935495,0.966672,1,0.955907,0.977456,1,
246,0.96061,0.97991,1,0.933747,0.965739,0.927139,0.940177,0.969166,1,0.942677,0.970493,1,
247,0.946862,0.972706,1,0.963193,0.981251,1,0.911231,0.953554,0.848015,0.951182,0.97498,1,
248,0.950328,0.974532,1,0.947368,0.972973,1,0.880946,0.936705,0.848635,0.960093,0.97964,1,
249,0.963445,0.981382,1,0.96701,0.983228,1,0.961999,0.980631,1,0.964236,0.981792,1,
250,0.962035,0.98065,1,0.953786,0.976347,1,0.948718,0.973684,1,0.939205,0.96865,0.994082,
251,0.954942,0.976952,1,0.94708,0.972821,1,0.940789,0.969492,1,0.970535,0.985047,1,
252,0.962099,0.980684,1,0.952381,0.97561,0.962862,0.942104,0.970189,1,0.931576,0.964576,0.904196,
253,0.947034,0.972797,1,0.96398,0.98166,1,0.951748,0.975278,0.952785,0.956829,0.977939,1,
254,0.96675,0.983094,1,0.974665,0.98717,1,0.909753,0.952744,0.873256,0.973138,0.986386,1,
255,0.910328,0.953059,0.938028,0.938324,0.968181,1,0.94066,0.969423,0.994382,0.920228,0.958457,0.841326,
256,0.951918,0.975367,1,0.952193,0.975511,1,0.880482,0.936443,0.892702,0.941866,0.970063,1,
257,0.937539,0.967763,1,0.915882,0.956094,0.930376,0.903742,0.949437,0.994695,0.926761,0.961988,0.994621,
258,0.95357,0.976233,1,0.940287,0.969225,0.994083,0.866075,0.928231,0.643275,0.940658,0.969422,0.952934,
259,0.972061,0.985833,1,0.966654,0.983045,1,0.863065,0.9265,0.749942,0.970138,0.984843,1,
260,0.956537,0.977786,1,0.947902,0.973254,0.982982,0.933148,0.965418,1,0.911806,0.953869,1,
261,0.952576,0.975712,1,0.960014,0.979599,1,0.954608,0.976777,1,0.946667,0.972603,1,
262,0.952381,0.97561,0.99,0.949873,0.974292,1,0.913203,0.954633,0.984765,0.92849,0.962919,0.806045,
263,0.926456,0.961824,0.82771,0.932198,0.964909,0.850383,0.921795,0.959306,0.872928,0.925409,0.96126,0.832762,
264,0.946143,0.972326,0.930567,0.956443,0.977737,1,0.908783,0.952212,0.795044,0.932197,0.964909,0.951654,
265,0.886176,0.939653,0.767783,0.886131,0.939628,0.742533,0.900465,0.947626,0.826347,0.854588,0.921593,0.67696,
266,0.935411,0.966628,0.984884,0.937553,0.96777,0.934666,0.94165,0.969948,1,0.944413,0.971412,0.974807,
267,0.936983,0.967466,1,0.930529,0.964014,1,0.921675,0.959241,0.994047,0.932663,0.965158,1,
268,0.930825,0.964173,0.909708,0.935181,0.966505,0.984606,0.9164,0.956377,0.933969,0.926393,0.96179,0.993955,
269,0.952364,0.975601,1,0.945102,0.971776,1,0.920213,0.958449,0.960241,0.928724,0.963045,1,
270,0.971997,0.9858,1,0.961779,0.980517,1,0.935267,0.966551,1,0.973529,0.986587,1,
271,0.930183,0.963829,1,0.924468,0.960752,0.977337,0.889112,0.941302,0.859974,0.928496,0.962922,0.994302,
272,0.935102,0.966463,0.988571,0.935116,0.96647,1,0.931497,0.964534,1,0.958924,0.979031,1,
273,0.967,0.983223,1,0.952042,0.975432,0.982758,0.924254,0.960636,0.909905,0.980113,0.989956,1,
274,0.971096,0.985336,1,0.942235,0.970258,1,0.963466,0.981393,1,0.958752,0.978942,1,
275,0.921162,0.958963,0.880411,0.952037,0.975429,0.994638,0.959541,0.979353,1,0.930029,0.963746,0.946352,
276,0.967537,0.983501,1,0.971151,0.985364,1,0.950495,0.974619,0.983364,0.966589,0.983011,1,
277,0.934707,0.966252,0.888632,0.926513,0.961855,0.817746,0.912968,0.954504,0.836035,0.923187,0.96006,0.846304,
278,0.956547,0.977791,1,0.984298,0.992087,1,0.952214,0.975522,1,0.977332,0.988536,1,
279,0.959371,0.979264,1,0.960297,0.979746,1,0.920088,0.958381,0.943016,0.945638,0.972059,1,
280,0.948205,0.973414,1,0.930582,0.964043,1,0.96215,0.98071,1,0.942412,0.970352,1,
281,0.932958,0.965317,1,0.957116,0.978088,1,0.943585,0.970974,1,0.961878,0.980569,1,
282,0.919891,0.958274,0.895568,0.958049,0.978575,1,0.922738,0.959817,0.87084,0.944748,0.971589,0.994413,
283,0.969602,0.984566,1,0.973011,0.986321,1,0.963814,0.981573,1,0.964074,0.981708,1,
284,0.970663,0.985113,1,0.961129,0.98018,1,0.938053,0.968037,1,0.96543,0.982411,1,
285,0.927113,0.962178,1,0.924028,0.960514,1,0.939718,0.968922,0.969556,0.916321,0.956333,0.927071,
286,0.956581,0.977809,1,0.94492,0.97168,0.977839,0.925705,0.961419,0.988889,0.952067,0.975445,0.977651,
287,0.914952,0.955587,1,0.950559,0.974653,0.99142,0.933725,0.965727,1,0.935938,0.966909,0.99435,
