image_id,unetpp_prnu_illum_iou,unetpp_prnu_illum_dice,unetpp_prnu_illum_bf_score,unetpp_prnu_freq_iou,unetpp_prnu_freq_dice,unetpp_prnu_freq_bf_score,unetpp_freq_illum_iou,unetpp_freq_illum_dice,unetpp_freq_illum_bf_score,unetpp_all_iou,unetpp_all_dice,unetpp_all_bf_score,notes
288,0.919471,0.958046,0.921429,0.92842,0.962881,0.984286,0.910061,0.952913,0.857143,0.925645,0.961387,0.900621,
289,0.965378,0.982384,1,0.969595,0.984563,1,0.953819,0.976364,1,0.95506,0.977013,0.972722,
290,0.946978,0.972767,1,0.942698,0.970504,1,0.940929,0.969566,0.985124,0.965956,0.982683,1,
291,0.967144,0.983298,1,0.958435,0.978777,1,0.926976,0.962104,1,0.96957,0.98455,1,
292,0.93155,0.964562,0.977335,0.918552,0.957547,0.935036,0.927627,0.962455,0.960563,0.919711,0.958176,0.9774,
293,0.968124,0.983804,1,0.979436,0.989611,1,0.971381,0.985483,1,0.966241,0.98283,1,
294,0.932929,0.965301,0.984334,0.887661,0.940488,0.803783,0.975507,0.987601,1,0.931307,0.964432,1,
295,0.950903,0.974834,1,0.950436,0.974589,1,0.928631,0.962995,1,0.935511,0.966681,1,
296,0.921735,0.959274,0.907937,0.935426,0.966636,0.942857,0.913432,0.954757,0.987179,0.935978,0.966931,1,
297,0.947723,0.97316,1,0.965895,0.982652,1,0.853313,0.920852,0.710059,0.951093,0.974934,1,
298,0.96548,0.982437,1,0.956743,0.977893,1,0.96,0.979592,1,0.965455,0.982424,1,
299,0.921999,0.959416,0.982852,0.960193,0.979693,1,0.936882,0.967413,0.935137,0.927124,0.962184,1,
300,0.937688,0.967842,0.961326,0.931493,0.964532,0.934003,0.936013,0.966949,0.983379,0.95393,0.976422,1,
301,0.969707,0.984621,1,0.964501,0.98193,1,0.946487,0.972508,1,0.959505,0.979334,1,
302,0.897332,0.945888,0.88804,0.90852,0.952068,0.92621,0.89556,0.944903,0.990653,0.861903,0.92583,0.852564,
303,0.950452,0.974597,1,0.952519,0.975682,1,0.924561,0.960802,0.982992,0.949477,0.974084,1,
304,0.968918,0.984214,1,0.968301,0.983895,1,0.939276,0.968687,1,0.974466,0.987068,1,
305,0.967842,0.983658,1,0.966055,0.982734,1,0.904777,0.950009,0.896388,0.960468,0.979835,1,
306,0.949231,0.973954,1,0.937572,0.96778,1,0.933409,0.965558,1,0.952034,0.975428,0.994083,
307,0.971781,0.985688,0.947103,0.972849,0.986238,1,0.964664,0.982014,1,0.975673,0.987687,1,
308,0.961977,0.98062,1,0.962925,0.981112,1,0.962311,0.980793,1,0.959932,0.979556,1,
309,0.957999,0.978549,1,0.957384,0.978228,1,0.886525,0.93985,0.881822,0.966667,0.983051,1,
310,0.937189,0.967576,1,0.944509,0.971463,1,0.819078,0.900542,0.702535,0.926903,0.962065,1,
311,0.957938,0.978517,1,0.960211,0.979702,1,0.920233,0.95846,1,0.965332,0.98236,1,
312,0.936722,0.967327,1,0.934327,0.966049,1,0.940063,0.969106,1,0.939566,0.968842,1,
313,0.945524,0.971999,1,0.954138,0.976531,1,0.918305,0.957413,0.961132,0.952921,0.975893,1,
