image_id,proposed_iou,proposed_dice,diff_id_iou,diff_id_dice,two_stream_iou,two_stream_dice,xceptionnet_iou,xceptionnet_dice,segformer_iou,segformer_dice
258,0.944444,0.971429,0.951639,0.97522,0.95924,0.979196,0.865782,0.928063,0.95954,0.979352
259,0.975886,0.987796,0.97461,0.987142,0.959957,0.979569,0.917486,0.956968,0.977207,0.988472
260,0.939215,0.968655,0.973208,0.986422,0.966747,0.983093,0.936408,0.96716,0.964611,0.981987
261,0.94196,0.970113,0.980743,0.990278,0.979317,0.989551,0.828406,0.906151,0.971225,0.985403
262,0.935566,0.966711,0.982411,0.991128,0.983551,0.991707,0.917677,0.957071,0.979966,0.989882
263,0.937393,0.967685,0.941989,0.970128,0.948638,0.973642,0.92807,0.962693,0.963707,0.981518
264,0.938478,0.968263,0.981945,0.990891,0.975192,0.98744,0.917014,0.956711,0.982746,0.991298
265,0.900428,0.947605,0.95583,0.977416,0.964996,0.982186,0.872572,0.93195,0.943434,0.970894
266,0.93889,0.968482,0.95705,0.978054,0.938513,0.968281,0.949543,0.974118,0.951426,0.975109
267,0.925642,0.961385,0.973727,0.986689,0.962889,0.981094,0.912786,0.954405,0.974089,0.986874
268,0.961507,0.980376,0.905791,0.950567,0.931892,0.964746,0.907503,0.951509,0.957015,0.978036
269,0.942521,0.97041,0.943491,0.970924,0.958333,0.978723,0.901536,0.948219,0.952537,0.975692
270,0.971429,0.985507,0.975899,0.987803,0.962569,0.980927,0.924443,0.960738,0.973214,0.986425
271,0.923921,0.960456,0.949535,0.974114,0.943469,0.970912,0.884306,0.938601,0.954497,0.976719
272,0.939858,0.968997,0.974093,0.986877,0.951299,0.975042,0.939893,0.969015,0.965086,0.982233
273,0.981168,0.990494,0.972802,0.986213,0.974263,0.986964,0.900867,0.947849,0.961295,0.980266
274,0.965324,0.982356,0,0,0,0,0.961417,0.980329,0,0
275,0.930935,0.964232,0.976319,0.988018,0.973154,0.986395,0.916448,0.956403,0.97547,0.987583
276,0.971505,0.985547,0.976295,0.988005,0.971218,0.985399,0.963153,0.98123,0.978194,0.988977
277,0.920971,0.95886,0.940363,0.969265,0.940421,0.969296,0.894798,0.944479,0.925255,0.961177
278,0.972989,0.986309,0.982918,0.991386,0.982619,0.991233,0.935569,0.966712,0.981094,0.990457
279,0.949167,0.973921,0.960366,0.979782,0.975363,0.987528,0.931019,0.964277,0.973568,0.986607
280,0.959846,0.979512,0.978185,0.988972,0.973693,0.986671,0.953768,0.976337,0.970263,0.984907
281,0.96576,0.982582,0.964745,0.982056,0.960923,0.980072,0.949379,0.974032,0.94895,0.973807
282,0.957367,0.978219,0.973496,0.98657,0.962737,0.981015,0.911293,0.953588,0.949667,0.974184
283,0.965949,0.982679,0.978529,0.989148,0.977895,0.988824,0.949223,0.97395,0.978092,0.988925
284,0.9681,0.983792,0.979457,0.989622,0.981091,0.990455,0.952245,0.975539,0.981132,0.990476
285,0.927795,0.962545,0.96091,0.980065,0.954306,0.976619,0.923478,0.960217,0.955325,0.977152
286,0.966436,0.982932,0.940903,0.969552,0.953582,0.97624,0.943742,0.971057,0.960877,0.980048
287,0.932961,0.965318,0.973338,0.986489,0.952451,0.975646,0.95595,0.977479,0.96786,0.983667
288,0.92751,0.962392,0.979605,0.989697,0.972739,0.986181,0.867441,0.929016,0.96878,0.984143
289,0.961796,0.980526,0.960042,0.979614,0.957775,0.978432,0.943851,0.971115,0.948638,0.973642
290,0.960199,0.979695,0.962301,0.980788,0.94936,0.974022,0.912763,0.954392,0.966323,0.982873
291,0.964124,0.981734,0.972564,0.986091,0.969127,0.984321,0.966019,0.982716,0.972134,0.98587
292,0.935272,0.966553,0.972689,0.986155,0.964423,0.981889,0.937544,0.967765,0.96696,0.983202
293,0.981758,0.990795,0.981101,0.99046,0.979881,0.989838,0.957398,0.978235,0.983101,0.991479
294,0.929595,0.963513,0.958142,0.978624,0.956771,0.977908,0.973548,0.986597,0.963936,0.981637
295,0.93401,0.965879,0.959143,0.979146,0.976633,0.988178,0.951966,0.975392,0.97381,0.986731
296,0.942508,0.970403,0.976787,0.988257,0.975045,0.987365,0.911326,0.953606,0.969203,0.984361
297,0.960563,0.979885,0.965815,0.982611,0.976456,0.988088,0.878301,0.935208,0.972141,0.985874
298,0.960926,0.980074,0.968773,0.984139,0.972364,0.985988,0.942029,0.970149,0.966533,0.982982
299,0.943939,0.971161,0.97024,0.984895,0.952273,0.975553,0.937834,0.96792,0.943743,0.971057
300,0.947704,0.97315,0.952742,0.975799,0.965789,0.982597,0.953669,0.976285,0.965963,0.982687
301,0.975782,0.987743,0.977166,0.988451,0.967463,0.983463,0.957933,0.978515,0.975109,0.987398
302,0.886453,0.939809,0.96767,0.983569,0.978369,0.989066,0.956541,0.977788,0.974854,0.987267
303,0.949658,0.974179,0.974167,0.986914,0.963597,0.981461,0.926573,0.961887,0.9604,0.9798
304,0.977672,0.98871,0.968035,0.983758,0.960385,0.979792,0.951416,0.975103,0.972574,0.986097
305,0.962759,0.981026,0.984183,0.992028,0.969847,0.984693,0.948021,0.973317,0.943972,0.971178
306,0.942029,0.970149,0.970393,0.984974,0.975667,0.987684,0.94941,0.974049,0.958607,0.978866
307,0.976291,0.988003,0.982307,0.991074,0.981064,0.990442,0.952726,0.975791,0.976714,0.98822
308,0.950609,0.974679,0.963661,0.981494,0.964532,0.981946,0.951573,0.975186,0.978056,0.988906
309,0.956966,0.97801,0.962077,0.980672,0.951016,0.974893,0.920084,0.958379,0.958729,0.97893
310,0.933207,0.96545,0.97562,0.987659,0.965046,0.982212,0.878389,0.935258,0.950992,0.97488
311,0.941271,0.969747,0.960065,0.979626,0.964052,0.981697,0.955429,0.977207,0.940871,0.969535
312,0.954513,0.976727,0.974422,0.987045,0.97374,0.986695,0.953472,0.976182,0.971966,0.985784
313,0.956941,0.977997,0.953857,0.976384,0.958805,0.97897,0.855773,0.922282,0.966173,0.982796
314,0.955442,0.977213,0.96919,0.984354,0.977219,0.988478,0.729046,0.843292,0.978078,0.988917
315,0.975317,0.987504,0.978447,0.989106,0.977755,0.988752,0.963839,0.981587,0.95172,0.975263
316,0.946357,0.972439,0,0,0,0,0.93318,0.965435,0,0
317,0.972222,0.985915,0.982227,0.991034,0.95777,0.97843,0.880572,0.936494,0.981119,0.99047
318,0.964935,0.982155,0.977364,0.988552,0.971116,0.985346,0.950083,0.974402,0.984496,0.992188
319,0.945853,0.972173,0.960383,0.979791,0.955353,0.977167,0.958904,0.979021,0.963644,0.981486
320,0.94603,0.972266,0.969798,0.984667,0.943848,0.971113,0.929437,0.963428,0.966786,0.983112
321,0.962729,0.98101,0.948864,0.973761,0.938915,0.968495,0.872933,0.932156,0.971509,0.985549
322,0.838816,0.912343,0.874531,0.933067,0.855294,0.922004,0.910218,0.952999,0.918906,0.95774
323,0.914661,0.955429,0.971587,0.985589,0.973187,0.986411,0.885363,0.939196,0.929847,0.963648
324,0.936232,0.967066,0.961966,0.980614,0.909294,0.952493,0.925926,0.961538,0.949568,0.974132
325,0.942807,0.970562,0.962867,0.981083,0.921412,0.959099,0.759847,0.863538,0.927625,0.962454
326,0.944444,0.971429,0.966298,0.98286,0.948125,0.973372,0.948911,0.973786,0.962425,0.980853
327,0.961602,0.980425,0.965971,0.982691,0.947784,0.973192,0.963225,0.981268,0.975383,0.987538
328,0.949341,0.974012,0,0,0,0,0.92472,0.960888,0,0
329,0.948109,0.973364,0.977522,0.988633,0.260045,0.412755,0.913485,0.954787,0.951513,0.975154
330,0.967095,0.983272,0.987487,0.993704,0.947256,0.972914,0.919027,0.957805,0.958245,0.978677
331,0.909636,0.95268,0.950221,0.974475,0.947349,0.972963,0.902697,0.94886,0.944749,0.97159
332,0.919551,0.958089,0.957504,0.978291,0.957518,0.978298,0.930175,0.963824,0.959836,0.979506
333,0.953801,0.976354,0.95658,0.977808,0.943481,0.970919,0.920234,0.95846,0.96335,0.981333
334,0.9,0.947368,0.956184,0.977601,0.951764,0.975286,0.96031,0.979753,0.979677,0.989734
335,0.937362,0.967669,0,0,0,0,0.940415,0.969292,0,0
336,0.958292,0.978702,0.978709,0.98924,0.974992,0.987337,0.916667,0.956522,0.947995,0.973303
337,0.933767,0.965749,0.950252,0.974491,0.960952,0.980087,0.943408,0.97088,0.819234,0.900636
338,0.938099,0.968061,0.954029,0.976474,0.976019,0.987864,0.928535,0.962943,0.963048,0.981176
339,0.969043,0.984278,0,0,0,0,0.93025,0.963865,0,0
340,0.953055,0.975963,0.96812,0.983802,0.952133,0.97548,0.955969,0.977489,0.960789,0.980003
341,0.941421,0.969827,0,0,0,0,0.858352,0.923778,0,0
342,0.936454,0.967184,0.957207,0.978136,0.946584,0.972559,0.804813,0.891852,0.949585,0.974141
343,0.963763,0.981547,0.979104,0.989442,0.974776,0.987227,0.961001,0.980113,0.952238,0.975535
344,0.970621,0.985091,0.973699,0.986674,0.95433,0.976632,0.948041,0.973328,0.900084,0.947415
345,0.918811,0.957688,0.932467,0.965053,0.466432,0.636146,0.855453,0.922096,0.930174,0.963824
346,0.969374,0.984449,0.972222,0.985915,0.968875,0.984191,0.936955,0.967452,0.946191,0.972351
347,0.919903,0.958281,0,0,0,0,0.940118,0.969135,0,0
348,0.943834,0.971106,0.950316,0.974525,0.94792,0.973264,0.873916,0.932716,0.939252,0.968675
349,0.913412,0.954747,0.939061,0.968573,0.92458,0.960812,0.846978,0.91715,0.932985,0.965331
350,0.95004,0.97438,0.937614,0.967803,0.938567,0.96831,0.921554,0.959176,0.928168,0.962746
351,0.969799,0.984668,0.967897,0.983686,0.949515,0.974104,0.897609,0.946042,0.979146,0.989463
352,0.961523,0.980384,0.954599,0.976772,0.963895,0.981615,0.930144,0.963808,0.96942,0.984473
353,0.938808,0.968438,0.927419,0.962343,0.944635,0.971529,0.9488,0.973727,0.941582,0.969912
354,0.975616,0.987657,0,0,0,0,0.955368,0.977175,0,0
355,0.921951,0.959391,0.947629,0.97311,0.941745,0.969999,0.913464,0.954775,0.958707,0.978918
356,0.955508,0.977248,0.96316,0.981234,0.944053,0.971221,0.938822,0.968446,0.973516,0.98658
357,0.945823,0.972157,0,0,0,0,0.945168,0.971811,0,0
358,0.934816,0.96631,0.980738,0.990275,0.95217,0.975499,0.911667,0.953793,0.942314,0.9703
359,0.912216,0.954093,0.904457,0.949832,0,0,0.87982,0.936069,0.908389,0.951996
360,0.956067,0.97754,0.971218,0.985399,0.95776,0.978424,0.946095,0.972301,0.756426,0.861324
361,0.942671,0.97049,0.969909,0.984725,0.974516,0.987094,0.92229,0.959574,0.565068,0.722101
362,0.961806,0.980531,0,0,0,0,0.934612,0.966201,0,0
363,0.843459,0.915083,0,0,0,0,0.796636,0.886809,0,0
364,0.961262,0.980249,0.977572,0.988659,0.969243,0.984381,0.937772,0.967887,0.938374,0.968207
365,0.960805,0.980011,0.965703,0.982553,0.940402,0.969286,0.934943,0.966378,0.969181,0.984349
366,0.965067,0.982223,0.964922,0.982148,0.9722,0.985904,0.94307,0.970701,0.965426,0.982409
367,0.961604,0.980426,0.925492,0.961304,0.913704,0.954906,0.910402,0.9531,0.94408,0.971236
368,0.965271,0.982329,0.977815,0.988783,0.972703,0.986163,0.929306,0.963358,0.893097,0.94353
369,0.963779,0.981555,0,0,0,0,0.918858,0.957713,0,0
370,0.931188,0.964368,0,0,0,0,0.917378,0.956909,0,0
371,0.972587,0.986103,0.960556,0.979881,0.275833,0.432396,0.936881,0.967412,0.947577,0.973083
372,0.946716,0.972629,0,0,0,0,0.905508,0.950411,0,0
373,0.938968,0.968524,0.923219,0.960077,0.914927,0.955574,0.914731,0.955467,0.94155,0.969895
374,0.838902,0.912395,0,0,0,0,0.945566,0.972021,0,0
375,0.973567,0.986607,0.968444,0.983969,0.980079,0.989939,0.876399,0.934129,0.971068,0.985322
376,0.959145,0.979147,0.97723,0.988484,0.967696,0.983583,0.939077,0.968581,0.975762,0.987732
377,0.828947,0.906475,0.946632,0.972584,0.958831,0.978983,0.880105,0.93623,0.944541,0.97148
378,0.929255,0.96333,0.947552,0.97307,0.95616,0.977589,0.888195,0.940787,0.969988,0.984766
379,0.905889,0.950621,0.930776,0.964147,0.937084,0.96752,0.887452,0.94037,0.93688,0.967411
380,0.966737,0.983087,0.971376,0.98548,0.948045,0.97333,0.975286,0.987488,0.976738,0.988232
381,0.978099,0.988928,0,0,0,0,0.948024,0.973319,0,0
382,0.45094,0.621583,0,0,0,0,0.756368,0.861287,0,0
383,0.949283,0.973982,0.927298,0.962278,0.942826,0.970572,0.937535,0.96776,0.922992,0.959954
384,0.933931,0.965837,0.968662,0.984081,0.961159,0.980195,0.967927,0.983702,0.977207,0.988472
385,0.925678,0.961405,0.945262,0.971861,0.922475,0.959674,0.929989,0.963725,0.957806,0.978448
386,0.960359,0.979779,0.983633,0.991749,0.973279,0.986459,0.962855,0.981076,0.849946,0.918887
387,0.952183,0.975506,0.970027,0.984786,0.11226,0.20186,0.94476,0.971595,0.258899,0.41131
388,0.967594,0.98353,0.97637,0.988044,0.967121,0.983285,0.946423,0.972474,0.961718,0.980485
389,0.936599,0.967262,0,0,0,0,0.917214,0.95682,0,0
390,0.953637,0.976268,0.965608,0.982503,0.968063,0.983773,0.918754,0.957657,0.822059,0.902341
391,0.773617,0.872361,0.850573,0.919253,0.840275,0.913206,0.778236,0.87529,0.812679,0.896661
392,0.961385,0.980312,0.979805,0.989799,0.974353,0.98701,0.968449,0.983972,0.927615,0.962448
393,0.925741,0.961438,0.939932,0.969036,0.938741,0.968403,0.935169,0.966499,0.958603,0.978864
394,0.957083,0.978071,0.971713,0.985653,0.959107,0.979127,0.956291,0.977657,0.983315,0.991587
395,0.927955,0.962631,0.956685,0.977863,0,0,0.928101,0.96271,0.967382,0.983421
396,0.930688,0.9641,0.971493,0.98554,0.955675,0.977335,0.926151,0.96166,0.97977,0.989781
397,0.946221,0.972367,0,0,0,0,0.929764,0.963604,0,0
398,0.958539,0.978831,0.960578,0.979893,0.954657,0.976803,0.919941,0.958301,0.971848,0.985723
399,0.957619,0.978351,0.975181,0.987435,0.968524,0.98401,0.974479,0.987075,0.98279,0.99132
400,0.947322,0.972948,0.974133,0.986897,0,0,0.950525,0.974635,0.967822,0.983648
401,0.929365,0.963389,0.957572,0.978326,0.961791,0.980524,0.919146,0.95787,0.960911,0.980066
402,0.923094,0.960009,0.932975,0.965325,0.936565,0.967244,0.95249,0.975667,0.942303,0.970295
403,0.938242,0.968137,0.96042,0.97981,0.94787,0.973237,0.936301,0.967103,0.951845,0.975328
404,0,0,0.6079,0.756142,0.830611,0.907469,0.535165,0.697208,0.847002,0.917164
405,0.957041,0.978049,0,0,0,0,0.960239,0.979716,0,0
406,0.939911,0.969025,0.976538,0.988129,0.965092,0.982236,0.901081,0.947967,0.970912,0.985241
407,0.9626,0.980944,0.975814,0.987759,0.982461,0.991153,0.874243,0.932902,0.948028,0.973321
408,0.871841,0.931533,0,0,0,0,0.861394,0.925537,0,0
409,0.941992,0.97013,0.972718,0.986171,0.829352,0.906716,0.948441,0.973538,0.955961,0.977485
410,0.95145,0.975121,0.978427,0.989096,0.94296,0.970643,0.91018,0.952978,0.24496,0.393522
411,0.911904,0.953922,0.966323,0.982873,0.948461,0.973549,0.860942,0.925275,0.974672,0.987174
412,0.929194,0.963298,0.968377,0.983934,0.953409,0.976149,0.909582,0.95265,0.920426,0.958565
413,0.944947,0.971694,0.953494,0.976194,0.966075,0.982745,0.898923,0.946771,0.940907,0.969554
414,0.939063,0.968574,0.976397,0.988057,0.975189,0.987439,0.892479,0.943185,0.977463,0.988603
415,0.947911,0.973259,0.975173,0.98743,0.955492,0.977239,0.88231,0.937476,0.975465,0.98758
416,0.896927,0.945663,0,0,0,0,0.933789,0.965761,0,0
417,0.966164,0.982791,0.961598,0.980423,0.974462,0.987066,0.926747,0.961981,0.969463,0.984495
418,0.963731,0.98153,0.97803,0.988893,0.406234,0.577761,0.958723,0.978926,0.967891,0.983684
419,0.903657,0.949391,0.95962,0.979394,0.96881,0.984158,0.906174,0.950778,0.952268,0.975551
420,0.959651,0.97941,0,0,0,0,0.920859,0.958799,0,0
421,0.92887,0.963124,0.932379,0.965006,0.965267,0.982327,0.928571,0.962963,0.933959,0.965852
422,0.928487,0.962917,0.956771,0.977908,0.963026,0.981165,0.800359,0.88911,0.896434,0.945389
423,0.919718,0.95818,0.910635,0.953227,0.95734,0.978205,0.938964,0.968522,0.830229,0.907241
424,0.969666,0.984599,0,0,0,0,0.95498,0.976971,0,0
425,0.923615,0.960291,0.924812,0.960938,0.918462,0.957498,0.935475,0.966662,0.951135,0.974956
426,0.918319,0.957421,0,0,0,0,0.871152,0.93114,0,0
427,0.955013,0.976989,0.967277,0.983366,0.977174,0.988455,0.945304,0.971883,0.922078,0.959459
428,0.937899,0.967954,0.958929,0.979034,0.969688,0.984611,0.92678,0.961999,0.9562,0.97761
429,0.933978,0.965862,0.966455,0.982941,0.94015,0.969152,0.922651,0.959769,0.976996,0.988364
430,0.953697,0.9763,0.961991,0.980627,0.980436,0.990121,0.928858,0.963117,0.972949,0.986289
431,0.97073,0.985148,0.962206,0.980739,0.974922,0.987302,0.96323,0.98127,0.977496,0.98862
432,0.804866,0.891884,0.842744,0.914662,0.834939,0.910045,0.845513,0.916291,0.833724,0.909323
433,0.958307,0.97871,0.967391,0.983425,0.979214,0.989498,0.947085,0.972823,0.968031,0.983756
434,0.878726,0.935449,0,0,0,0,0.953212,0.976046,0,0
435,0.898108,0.946319,0.937408,0.967693,0.947561,0.973075,0.931026,0.964281,0.927817,0.962557
436,0.960746,0.97998,0.976638,0.988181,0.96764,0.983554,0.964927,0.982151,0.960657,0.979934
437,0.908761,0.9522,0,0,0,0,0.8971,0.945759,0,0
438,0.860924,0.925265,0.932553,0.965099,0.897933,0.946222,0.898317,0.946435,0.902913,0.94898
439,0.962382,0.98083,0.976837,0.988283,0.97399,0.986824,0.890926,0.942317,0.967968,0.983723
440,0.950201,0.974465,0.950204,0.974466,0.952686,0.97577,0.940022,0.969084,0.95986,0.979519
441,0.954974,0.976968,0.943644,0.971005,0.971801,0.985699,0.933177,0.965434,0.962412,0.980846
442,0.960533,0.979869,0.958711,0.97892,0.947065,0.972813,0.952264,0.975549,0.968608,0.984053
443,0.905878,0.950615,0.961198,0.980215,0.372941,0.543273,0.944444,0.971429,0.966461,0.982945
444,0.937332,0.967653,0.944558,0.971489,0.955354,0.977167,0.931161,0.964353,0.952705,0.97578
445,0.914527,0.955356,0.91656,0.956463,0.949355,0.974019,0.916263,0.956302,0.96496,0.982167
446,0.921141,0.958952,0.94111,0.969662,0.935684,0.966774,0.872289,0.931789,0.936427,0.96717
447,0.935237,0.966535,0.944572,0.971496,0.938869,0.968471,0.949251,0.973965,0.954008,0.976463
448,0.959086,0.979116,0.982737,0.991293,0.944625,0.971524,0.923431,0.960191,0.652941,0.790036
449,0.976959,0.988345,0.966246,0.982833,0.95902,0.979082,0.93474,0.96627,0.957897,0.978496
450,0.95582,0.977411,0.975371,0.987532,0.960428,0.979815,0.927831,0.962565,0.973052,0.986342
451,0.974981,0.987332,0.959429,0.979294,0.954511,0.976726,0.967934,0.983706,0.956259,0.977641
452,0.973698,0.986674,0.964634,0.981998,0.966855,0.983148,0.959539,0.979352,0.962099,0.980684
453,0.918252,0.957384,0.941635,0.96994,0.957256,0.978161,0.872855,0.932112,0.328568,0.494619
454,0.952876,0.975869,0.964414,0.981885,0.963985,0.981662,0.956231,0.977626,0.960305,0.979751
455,0.948511,0.973575,0.974163,0.986912,0.972625,0.986122,0.924731,0.960894,0.970692,0.985128
456,0.969965,0.984753,0,0,0,0,0.926382,0.961784,0,0
457,0.952126,0.975476,0.959261,0.979207,0.852606,0.92044,0.937937,0.967975,0.968013,0.983747
458,0.961527,0.980386,0.950579,0.974663,0.958696,0.978912,0.897808,0.946153,0.954545,0.976744
459,0.913801,0.954959,0,0,0,0,0.869979,0.930469,0,0
460,0.954436,0.976687,0.953586,0.976242,0.948512,0.973576,0.96248,0.980881,0.947931,0.973269
461,0.926244,0.96171,0.939321,0.968711,0.927561,0.962419,0.937139,0.96755,0.885427,0.939233
462,0.963744,0.981537,0.946609,0.972572,0,0,0.946494,0.972512,0.956252,0.977637
463,0.938569,0.968311,0.945766,0.972127,0,0,0.884338,0.938619,0.966329,0.982876
464,0.942774,0.970544,0.957011,0.978033,0.943198,0.970769,0.935239,0.966536,0.977266,0.988502
465,0.966733,0.983085,0.938132,0.968079,0.950612,0.974681,0.857036,0.923015,0.961086,0.980157
466,0.907459,0.951485,0.955304,0.977141,0.917019,0.956714,0.894621,0.94438,0.951708,0.975256
467,0.952162,0.975495,0.963584,0.981455,0.96773,0.983601,0.925243,0.96117,0.904779,0.950009
468,0.882391,0.937521,0.950544,0.974645,0.80428,0.891525,0.891583,0.942685,0.926144,0.961656
469,0.962014,0.980639,0.964151,0.981749,0.961472,0.980358,0.919504,0.958064,0.942054,0.970163
470,0.93774,0.96787,0.940335,0.96925,0.948631,0.973638,0.914864,0.955539,0.965177,0.98228
471,0.935006,0.966411,0.96059,0.979899,0.955355,0.977168,0.928677,0.96302,0.954589,0.976767
472,0.913793,0.954955,0.904046,0.949605,0.917,0.956703,0.908539,0.952078,0.885557,0.939306
473,0.871529,0.931355,0,0,0,0,0.805844,0.892485,0,0
474,0.937757,0.967879,0.972973,0.986301,0.57416,0.729481,0.903184,0.949129,0.963583,0.981454
475,0.96858,0.984039,0,0,0,0,0.962003,0.980633,0,0
476,0.934365,0.966069,0,0,0,0,0.876553,0.934216,0,0
477,0.920946,0.958846,0.944717,0.971573,0.964439,0.981898,0.878332,0.935225,0.928702,0.963033
478,0.925577,0.961351,0.95703,0.978043,0.952124,0.975475,0.851796,0.919967,0.950803,0.974781
479,0.97058,0.98507,0,0,0,0,0.914831,0.955521,0,0
480,1,1,1,1,1,1,1,1,1,1
481,1,1,1,1,1,1,1,1,1,1
482,1,1,1,1,1,1,1,1,1,1
483,1,1,1,1,1,1,1,1,1,1
484,1,1,1,1,1,1,1,1,1,1
485,1,1,1,1,1,1,1,1,1,1
486,1,1,1,1,1,1,1,1,1,1
487,1,1,1,1,1,1,1,1,1,1
488,1,1,1,1,1,1,1,1,1,1
489,1,1,1,1,1,1,1,1,1,1
490,1,1,1,1,1,1,1,1,1,1
491,1,1,1,1,1,1,1,1,1,1
492,1,1,1,1,1,1,1,1,1,1
493,1,1,1,1,1,1,1,1,1,1
494,1,1,1,1,1,1,1,1,1,1
495,1,1,1,1,1,1,1,1,1,1
496,1,1,1,1,1,1,1,1,1,1
497,1,1,1,1,1,1,1,1,1,1
498,1,1,1,1,1,1,1,1,1,1
499,1,1,1,1,1,1,1,1,1,1
500,1,1,1,1,1,1,1,1,1,1
501,1,1,1,1,1,1,1,1,1,1
502,1,1,1,1,1,1,1,1,1,1
503,1,1,1,1,1,1,1,1,1,1
504,1,1,1,1,1,1,1,1,1,1
505,1,1,1,1,1,1,1,1,1,1
506,1,1,1,1,1,1,1,1,1,1
507,1,1,1,1,1,1,1,1,1,1
508,1,1,1,1,1,1,1,1,1,1
509,1,1,1,1,1,1,1,1,1,1
510,1,1,1,1,1,1,1,1,1,1
511,1,1,1,1,1,1,1,1,1,1
512,1,1,1,1,1,1,1,1,1,1
513,1,1,1,1,1,1,1,1,1,1
514,1,1,1,1,1,1,1,1,1,1
515,1,1,1,1,1,1,1,1,1,1
516,1,1,1,1,1,1,1,1,1,1
517,1,1,1,1,1,1,1,1,1,1
518,1,1,1,1,1,1,1,1,1,1
519,1,1,1,1,1,1,1,1,1,1
520,1,1,1,1,1,1,1,1,1,1
521,1,1,1,1,1,1,1,1,1,1
522,1,1,1,1,1,1,1,1,1,1
523,1,1,1,1,1,1,1,1,1,1
524,1,1,1,1,1,1,1,1,1,1
525,1,1,1,1,1,1,1,1,1,1
526,1,1,1,1,1,1,1,1,1,1
527,1,1,1,1,1,1,1,1,1,1
528,1,1,1,1,1,1,1,1,1,1
529,1,1,1,1,1,1,1,1,1,1
530,1,1,1,1,1,1,1,1,1,1
531,1,1,1,1,1,1,1,1,1,1
532,1,1,1,1,1,1,1,1,1,1
533,1,1,1,1,1,1,1,1,1,1
534,1,1,1,1,1,1,1,1,1,1
535,1,1,1,1,1,1,1,1,1,1
536,1,1,1,1,1,1,1,1,1,1
537,1,1,1,1,1,1,1,1,1,1
538,1,1,1,1,1,1,1,1,1,1
539,1,1,1,1,1,1,1,1,1,1
540,1,1,1,1,1,1,1,1,1,1
541,1,1,1,1,1,1,1,1,1,1
542,1,1,1,1,1,1,1,1,1,1
543,1,1,1,1,1,1,1,1,1,1
544,1,1,1,1,1,1,1,1,1,1
545,1,1,1,1,1,1,1,1,1,1
546,1,1,1,1,1,1,1,1,1,1
547,1,1,1,1,1,1,1,1,1,1
548,1,1,1,1,1,1,1,1,1,1
549,1,1,1,1,1,1,1,1,1,1
550,1,1,1,1,1,1,1,1,1,1
551,1,1,1,1,1,1,1,1,1,1
552,1,1,1,1,1,1,1,1,1,1
553,1,1,1,1,1,1,1,1,1,1
554,1,1,1,1,1,1,1,1,1,1
555,1,1,1,1,1,1,1,1,1,1
556,1,1,1,1,1,1,1,1,1,1
557,1,1,1,1,1,1,1,1,1,1
558,1,1,1,1,1,1,1,1,1,1
559,1,1,1,1,1,1,1,1,1,1
560,1,1,1,1,1,1,1,1,1,1
561,1,1,1,1,1,1,1,1,1,1
562,1,1,1,1,1,1,1,1,1,1
563,1,1,1,1,1,1,1,1,1,1
564,1,1,1,1,1,1,1,1,1,1
565,1,1,1,1,1,1,1,1,1,1
566,1,1,1,1,1,1,1,1,1,1
567,1,1,1,1,1,1,1,1,1,1
568,1,1,1,1,1,1,1,1,1,1
569,1,1,1,1,1,1,1,1,1,1
570,1,1,1,1,1,1,1,1,1,1
571,1,1,1,1,1,1,1,1,1,1
572,1,1,1,1,1,1,1,1,1,1
573,1,1,1,1,1,1,1,1,1,1
574,1,1,1,1,1,1,1,1,1,1
575,1,1,1,1,1,1,1,1,1,1
576,1,1,1,1,1,1,1,1,1,1
577,1,1,1,1,1,1,1,1,1,1
578,1,1,1,1,1,1,1,1,1,1
579,1,1,1,1,1,1,1,1,1,1
580,1,1,1,1,1,1,1,1,1,1
581,1,1,1,1,1,1,1,1,1,1
582,1,1,1,1,1,1,1,1,1,1
583,1,1,1,1,1,1,1,1,1,1
584,1,1,1,1,1,1,1,1,1,1
585,1,1,1,1,1,1,1,1,1,1
586,1,1,1,1,1,1,1,1,1,1
587,1,1,1,1,1,1,1,1,1,1
588,1,1,1,1,1,1,1,1,1,1
589,1,1,1,1,1,1,1,1,1,1
590,1,1,1,1,1,1,1,1,1,1
591,1,1,1,1,1,1,1,1,1,1
592,1,1,1,1,1,1,1,1,1,1
593,1,1,1,1,1,1,1,1,1,1
594,1,1,1,1,1,1,1,1,1,1
595,1,1,1,1,1,1,1,1,1,1
596,1,1,1,1,1,1,1,1,1,1
597,1,1,1,1,1,1,1,1,1,1
598,1,1,1,1,1,1,1,1,1,1
599,1,1,1,1,1,1,1,1,1,1
600,1,1,1,1,1,1,1,1,1,1
601,1,1,1,1,1,1,1,1,1,1
602,1,1,1,1,1,1,1,1,1,1
603,1,1,1,1,1,1,1,1,1,1
604,1,1,1,1,1,1,1,1,1,1
605,1,1,1,1,1,1,1,1,1,1
606,1,1,1,1,1,1,1,1,1,1
607,1,1,1,1,1,1,1,1,1,1
608,1,1,1,1,1,1,1,1,1,1
609,1,1,1,1,1,1,1,1,1,1
610,1,1,1,1,1,1,1,1,1,1
611,1,1,1,1,1,1,1,1,1,1
612,1,1,1,1,1,1,1,1,1,1
613,1,1,1,1,1,1,1,1,1,1
614,1,1,1,1,1,1,1,1,1,1
615,1,1,1,1,1,1,1,1,1,1
