image_id,proposed_iou,proposed_dice,proposed_bf_score,diff_id_iou,diff_id_dice,diff_id_bf_score,diff_iou,diff_dice,diff_bf_score
47,0.962399,0.980839,1,0.968694,0.984098,1,-0.006295,-0.003259,0
48,0.965913,0.982661,1,0.971477,0.985532,1,-0.005564,-0.002871,0
49,0.966972,0.983209,1,0.973692,0.986671,1,-0.00672,-0.003462,0
50,0.958602,0.978864,1,0.976581,0.988152,1,-0.017979,-0.009288,0
51,0.892814,0.943372,0.94175,0.951849,0.97533,1,-0.059035,-0.031958,-0.05825
52,0.958563,0.978843,0.994253,0.977662,0.988705,1,-0.019099,-0.009862,-0.005747
53,0.96238,0.980829,1,0.981553,0.99069,1,-0.019173,-0.009861,0
54,0.967984,0.983731,1,0.983983,0.991927,1,-0.015999,-0.008196,0
55,0.893511,0.943761,0.794498,0.91526,0.955755,0.950717,-0.021749,-0.011994,-0.156219
56,0.948609,0.973627,1,0.972341,0.985977,1,-0.023732,-0.01235,0
57,0.945525,0.972,1,0.968142,0.983813,1,-0.022617,-0.011813,0
58,0.947327,0.972951,1,0.94499,0.971717,1,0.002337,0.001234,0
59,0.934566,0.966176,1,0.968528,0.984012,1,-0.033962,-0.017836,0
60,0.9136,0.954849,0.987836,0.970525,0.985042,1,-0.056925,-0.030193,-0.012164
61,0.929213,0.963308,0.913272,0.953022,0.975946,1,-0.023809,-0.012638,-0.086728
62,0.961435,0.980338,1,0.958703,0.978916,1,0.002732,0.001422,0
63,0.925585,0.961355,0.988125,0.961129,0.980179,1,-0.035544,-0.018824,-0.011875
64,0.971982,0.985792,1,0.982112,0.990975,1,-0.01013,-0.005183,0
65,0.971982,0.985792,1,0.982112,0.990975,1,-0.01013,-0.005183,0
66,0.940847,0.969522,0.963631,0.975565,0.987632,1,-0.034718,-0.01811,-0.036369
67,0.956021,0.977516,1,0.942543,0.970422,1,0.013478,0.007094,0
68,0.955144,0.977058,1,0.977475,0.988609,1,-0.022331,-0.011551,0
69,0.942083,0.970178,1,0.950113,0.974418,1,-0.00803,-0.00424,0
70,0.972061,0.985833,1,0.972253,0.985931,1,-0.000192,-0.000098,0
71,0.946816,0.972681,1,0.938876,0.968475,1,0.00794,0.004206,0
72,0.96474,0.982054,1,0.974638,0.987156,1,-0.009898,-0.005102,0
73,0.964592,0.981977,1,0.979666,0.989729,1,-0.015074,-0.007752,0
74,0.973529,0.986587,1,0.976013,0.987861,1,-0.002484,-0.001274,0
75,0.958418,0.978768,1,0.972581,0.9861,1,-0.014163,-0.007332,0
76,0.924938,0.961005,0.994301,0.944155,0.971276,1,-0.019217,-0.010271,-0.005699
77,0.934269,0.966018,1,0.964139,0.981742,1,-0.02987,-0.015724,0
78,0.96627,0.982846,1,0.963419,0.981369,1,0.002851,0.001477,0
79,0.962478,0.98088,1,0.976353,0.988035,1,-0.013875,-0.007155,0
80,0.96257,0.980928,1,0.949769,0.974237,1,0.012801,0.006691,0
81,0.978801,0.989287,1,0.97092,0.985245,1,0.007881,0.004042,0
82,0.941634,0.96994,1,0.980804,0.990309,1,-0.03917,-0.020369,0
83,0.963557,0.98144,1,0.94672,0.972631,1,0.016837,0.008809,0
84,0.968663,0.984082,1,0.979116,0.989448,1,-0.010453,-0.005366,0
85,0.913323,0.954698,0.958818,0.981048,0.990434,1,-0.067725,-0.035736,-0.041182
86,0.976557,0.98814,1,0.973658,0.986653,1,0.002899,0.001487,0
87,0.965925,0.982667,1,0.975806,0.987755,1,-0.009881,-0.005088,0
88,0.973849,0.986751,1,0.974053,0.986856,1,-0.000204,-0.000105,0
89,0.920273,0.958481,0.901426,0.938879,0.968476,1,-0.018606,-0.009995,-0.098574
90,0.972037,0.98582,1,0.976936,0.988333,1,-0.004899,-0.002513,0
91,0.902421,0.948708,0.901829,0.926192,0.961682,0.976529,-0.023771,-0.012974,-0.0747
92,0.95987,0.979524,1,0.976442,0.988081,1,-0.016572,-0.008557,0
93,0.90123,0.948049,0.918259,0.969463,0.984495,1,-0.068233,-0.036446,-0.081741
94,0.971225,0.985403,1,0,0,0,0.971225,0.985403,1
95,0.950217,0.974473,1,0.958167,0.978637,1,-0.00795,-0.004164,0
96,0.961248,0.980241,1,0.953552,0.976224,1,0.007696,0.004017,0
97,0.950161,0.974444,1,0.948052,0.973333,0.984654,0.002109,0.001111,0.015346
98,0.936062,0.966975,1,0.966519,0.982974,1,-0.030457,-0.015999,0
99,0.954863,0.97691,1,0.977453,0.988598,1,-0.02259,-0.011688,0
100,0.955229,0.977102,1,0.970887,0.985229,1,-0.015658,-0.008127,0
101,0.925897,0.961523,0.912898,0.963041,0.981172,1,-0.037144,-0.019649,-0.087102
102,0.960347,0.979772,1,0.96539,0.98239,1,-0.005043,-0.002618,0
103,0.927798,0.962547,0.961749,0.947189,0.972878,1,-0.019391,-0.010331,-0.038251
104,0.970619,0.985091,1,0.960531,0.979868,1,0.010088,0.005223,0
105,0.950435,0.974588,1,0.954946,0.976954,1,-0.004511,-0.002366,0
106,0.964095,0.981719,1,0.970121,0.984834,1,-0.006026,-0.003115,0
107,0.934439,0.966108,0.994065,0.963007,0.981155,1,-0.028568,-0.015047,-0.005935
108,0.961061,0.980144,1,0.979434,0.98961,1,-0.018373,-0.009466,0
109,0.963863,0.981599,1,0.975984,0.987846,1,-0.012121,-0.006247,0
110,0.966741,0.983089,1,0.966052,0.982733,1,0.000689,0.000356,0
111,0.947938,0.973273,1,0.951822,0.975317,1,-0.003884,-0.002044,0
112,0.948037,0.973325,0.917397,0.981546,0.990687,1,-0.033509,-0.017362,-0.082603
113,0.893735,0.943886,0.923789,0.968657,0.984079,1,-0.074922,-0.040193,-0.076211
114,0.964363,0.981858,1,0.963192,0.981251,1,0.001171,0.000607,0
115,0.943152,0.970745,0.973255,0.97496,0.987321,1,-0.031808,-0.016576,-0.026745
116,0.948095,0.973356,1,0.966969,0.983207,1,-0.018874,-0.009851,0
117,0.930912,0.96422,0.98795,0.96584,0.982623,1,-0.034928,-0.018403,-0.01205
118,0.854959,0.921809,0.734185,0.961412,0.980327,1,-0.106453,-0.058518,-0.265815
119,0.944911,0.971675,1,0.952641,0.975746,1,-0.00773,-0.004071,0
120,0.93975,0.968939,1,0.96237,0.980824,1,-0.02262,-0.011885,0
121,0.967054,0.983251,1,0.966529,0.98298,1,0.000525,0.000271,0
122,0.937908,0.96796,1,0.961797,0.980526,1,-0.023889,-0.012566,0
123,0.929175,0.963287,1,0.954826,0.976891,1,-0.025651,-0.013604,0
124,0.921148,0.958956,0.846995,0.968323,0.983906,1,-0.047175,-0.02495,-0.153005
125,0.936838,0.967389,1,0.961177,0.980204,1,-0.024339,-0.012815,0
126,0.978091,0.988924,1,0.976041,0.987875,1,0.00205,0.001049,0
127,0.961653,0.980452,1,0.953505,0.976199,1,0.008148,0.004253,0
128,0.958691,0.97891,1,0.979028,0.989403,1,-0.020337,-0.010493,0
129,0.951358,0.975073,1,0.952692,0.975773,1,-0.001334,-0.0007,0
130,0.956278,0.977651,1,0.967978,0.983728,1,-0.0117,-0.006077,0
131,0.939317,0.968709,0.890283,0.974035,0.986847,1,-0.034718,-0.018138,-0.109717
132,0.965344,0.982367,1,0.982906,0.991379,1,-0.017562,-0.009012,0
133,0.960665,0.979938,1,0.97353,0.986588,1,-0.012865,-0.00665,0
134,0,0,0,0,0,0,0,0,0
135,0.950795,0.974777,1,0.958499,0.97881,1,-0.007704,-0.004033,0
136,0.966954,0.983199,1,0.969087,0.984301,1,-0.002133,-0.001102,0
137,0.97619,0.987952,1,0.9828,0.991325,1,-0.00661,-0.003373,0
138,0.924407,0.960719,0.964072,0.944856,0.971646,1,-0.020449,-0.010927,-0.035928
139,0.981356,0.99059,1,0.930004,0.963733,1,0.051352,0.026857,0
140,0.968708,0.984105,1,0.965815,0.98261,1,0.002893,0.001495,0
141,0.913416,0.954749,0.915816,0.962264,0.980769,1,-0.048848,-0.02602,-0.084184
142,0.928802,0.963087,1,0.961929,0.980595,1,-0.033127,-0.017508,0
143,0.948602,0.973623,0.984424,0.941105,0.969659,1,0.007497,0.003964,-0.015576
144,0.940084,0.969117,1,0.957501,0.978289,1,-0.017417,-0.009172,0
145,0.947644,0.973118,1,0.957045,0.978051,1,-0.009401,-0.004933,0
146,0.958229,0.978669,1,0.968769,0.984137,1,-0.01054,-0.005468,0
147,0.892696,0.943307,0.765675,0.950368,0.974552,1,-0.057672,-0.031245,-0.234325
148,0.947556,0.973072,1,0.949508,0.9741,1,-0.001952,-0.001028,0
149,0.952925,0.975895,1,0.958822,0.978978,1,-0.005897,-0.003083,0
150,0.963946,0.981642,0.956159,0.969636,0.984584,1,-0.00569,-0.002942,-0.043841
151,0.910507,0.953158,0.830777,0.971849,0.985723,1,-0.061342,-0.032565,-0.169223
152,0.963176,0.981243,1,0.968211,0.983849,1,-0.005035,-0.002606,0
153,0.958684,0.978906,1,0.970964,0.985268,1,-0.01228,-0.006362,0
154,0.967835,0.983655,1,0.982045,0.990941,1,-0.01421,-0.007286,0
155,0.944897,0.971668,1,0.971619,0.985605,1,-0.026722,-0.013937,0
156,0.935403,0.966624,1,0.985556,0.992725,1,-0.050153,-0.026101,0
157,0.91016,0.952967,0.95672,0.968676,0.984089,1,-0.058516,-0.031122,-0.04328
158,0.955944,0.977476,1,0.963885,0.98161,1,-0.007941,-0.004134,0
159,0.950018,0.974369,1,0.947426,0.973003,1,0.002592,0.001366,0
160,0.927095,0.962168,0.978785,0.972531,0.986074,1,-0.045436,-0.023906,-0.021215
161,0.964434,0.981895,1,0.966655,0.983045,1,-0.002221,-0.00115,0
162,0.960312,0.979754,1,0.975347,0.98752,1,-0.015035,-0.007766,0
163,0.940945,0.969574,1,0.954236,0.976582,1,-0.013291,-0.007008,0
164,0.772499,0.87165,0.289809,0.877145,0.934552,0.629962,-0.104646,-0.062902,-0.340153
165,0.978723,0.989247,1,0.966855,0.983148,1,0.011868,0.006099,0
166,0.95341,0.97615,1,0.970748,0.985157,1,-0.017338,-0.009007,0
167,0.970331,0.984942,1,0.964037,0.981689,1,0.006294,0.003253,0
168,0.930726,0.96412,1,0.964531,0.981945,1,-0.033805,-0.017825,0
169,0.968291,0.98389,1,0.968729,0.984116,1,-0.000438,-0.000226,0
170,0.95509,0.977029,1,0.971537,0.985563,1,-0.016447,-0.008534,0
171,0.97378,0.986716,1,0.970972,0.985272,1,0.002808,0.001444,0
172,0.926012,0.961585,1,0.978958,0.989367,1,-0.052946,-0.027782,0
173,0.934062,0.965907,0.886427,0.967477,0.98347,1,-0.033415,-0.017563,-0.113573
174,0.932558,0.965102,0.994117,0.957221,0.978143,1,-0.024663,-0.013041,-0.005883
175,0.944003,0.971195,0.956489,0.983414,0.991638,1,-0.039411,-0.020443,-0.043511
176,0.932642,0.965147,1,0.965163,0.982273,1,-0.032521,-0.017126,0
177,0.918705,0.95763,0.961845,0,0,0,0.918705,0.95763,0.961845
178,0.937332,0.967652,1,0.96858,0.984039,1,-0.031248,-0.016387,0
179,0.923919,0.960455,1,0.918557,0.95755,0.942395,0.005362,0.002905,0.057605
180,0.964363,0.981858,1,0.965095,0.982238,1,-0.000732,-0.00038,0
181,0.944644,0.971534,1,0.964154,0.98175,1,-0.01951,-0.010216,0
182,0.964768,0.982068,1,0.969302,0.984412,1,-0.004534,-0.002344,0
183,0.953561,0.976229,1,0.961402,0.980321,1,-0.007841,-0.004092,0
184,0.920701,0.958713,1,0.950214,0.974471,1,-0.029513,-0.015758,0
185,0.97619,0.987952,1,0.976219,0.987967,1,-0.000029,-0.000015,0
186,0.975588,0.987643,1,0.979521,0.989654,1,-0.003933,-0.002011,0
187,0.976835,0.988282,1,0.979401,0.989594,1,-0.002566,-0.001312,0
188,0.970418,0.984987,1,0.972213,0.985911,1,-0.001795,-0.000924,0
189,0.976075,0.987893,1,0.957854,0.978474,1,0.018221,0.009419,0
190,0.942496,0.970397,1,0.95538,0.977181,1,-0.012884,-0.006784,0
191,0.959359,0.979258,1,0.98264,0.991244,1,-0.023281,-0.011986,0
192,0.985485,0.992689,1,0.972752,0.986188,1,0.012733,0.006501,0
193,0.928457,0.962901,0.993958,0.95288,0.975871,1,-0.024423,-0.01297,-0.006042
194,0.959158,0.979153,1,0.974317,0.986992,1,-0.015159,-0.007839,0
195,0.955411,0.977197,1,0.959309,0.979232,1,-0.003898,-0.002035,0
196,0.967667,0.983568,1,0.97008,0.984813,1,-0.002413,-0.001245,0
197,0.950045,0.974383,1,0.958002,0.97855,1,-0.007957,-0.004167,0
198,0.964045,0.981693,1,0.960881,0.98005,1,0.003164,0.001643,0
199,0.969729,0.984632,1,0.979348,0.989566,1,-0.009619,-0.004934,0
200,0.964663,0.982014,1,0.964082,0.981712,1,0.000581,0.000302,0
201,0.969983,0.984763,1,0.983165,0.991511,1,-0.013182,-0.006748,0
202,0.887427,0.940357,0.871963,0.77707,0.874552,0.528678,0.110357,0.065805,0.343285
203,0.933307,0.965503,0.993974,0,0,0,0.933307,0.965503,0.993974
204,0.972014,0.985808,1,0.972014,0.985808,1,0,0,0
205,0.945923,0.97221,1,0.971667,0.98563,1,-0.025744,-0.01342,0
206,0.942899,0.97061,1,0.952626,0.975738,1,-0.009727,-0.005128,0
207,0.955433,0.977208,1,0.963672,0.9815,1,-0.008239,-0.004292,0
208,0.962396,0.980838,1,0.974606,0.98714,1,-0.01221,-0.006302,0
209,0.946844,0.972696,1,0.973675,0.986662,1,-0.026831,-0.013966,0
210,0.952237,0.975534,1,0,0,0,0.952237,0.975534,1
211,0.945244,0.971851,1,0,0,0,0.945244,0.971851,1
212,0.927254,0.962254,1,0.966792,0.983116,1,-0.039538,-0.020862,0
213,0.950406,0.974572,1,0.96875,0.984127,1,-0.018344,-0.009555,0
214,0.921098,0.958929,0.921348,0.939092,0.968589,1,-0.017994,-0.00966,-0.078652
215,0.956352,0.977689,1,0.969741,0.984638,1,-0.013389,-0.006949,0
216,0.951066,0.974919,1,0.975284,0.987487,1,-0.024218,-0.012568,0
217,0.9477,0.973148,1,0.965669,0.982535,1,-0.017969,-0.009387,0
218,0.967201,0.983327,1,0.960853,0.980036,1,0.006348,0.003291,0
219,0.969111,0.984313,1,0.966073,0.982744,1,0.003038,0.001569,0
220,0.9375,0.967742,1,0.959153,0.979151,1,-0.021653,-0.011409,0
221,0.974325,0.986995,1,0.966341,0.982883,1,0.007984,0.004112,0
222,0.946298,0.972408,1,0.940435,0.969303,1,0.005863,0.003105,0
223,0.849234,0.918471,0.773192,0.966202,0.98281,1,-0.116968,-0.064339,-0.226808
224,0.892262,0.943064,0.972968,0.967282,0.983369,1,-0.07502,-0.040305,-0.027032
225,0.94974,0.974222,0.983423,0.95472,0.976835,1,-0.00498,-0.002613,-0.016577
226,0.952195,0.975512,1,0.953153,0.976014,1,-0.000958,-0.000502,0
227,0.939796,0.968963,0.964911,0.975791,0.987747,1,-0.035995,-0.018784,-0.035089
228,0.971634,0.985613,1,0.955283,0.97713,1,0.016351,0.008483,0
229,0.956989,0.978022,1,0.96971,0.984622,1,-0.012721,-0.0066,0
230,0.954311,0.976622,1,0.970984,0.985279,1,-0.016673,-0.008657,0
231,0.922958,0.959936,1,0.951194,0.974986,1,-0.028236,-0.01505,0
232,0.823289,0.903081,0.526986,0.9527,0.975777,1,-0.129411,-0.072696,-0.473014
233,0.936451,0.967183,1,0.967769,0.983621,1,-0.031318,-0.016438,0
234,0.942847,0.970583,0.972314,0.956345,0.977686,1,-0.013498,-0.007103,-0.027686
235,0.936147,0.967021,0.988472,0.966423,0.982925,1,-0.030276,-0.015904,-0.011528
236,0.931914,0.964757,0.994565,0.961026,0.980126,1,-0.029112,-0.015369,-0.005435
237,0.950605,0.974677,1,0.969156,0.984336,1,-0.018551,-0.009659,0
238,0.965291,0.982339,1,0.958107,0.978605,1,0.007184,0.003734,0
239,0.966168,0.982793,1,0.972613,0.986116,1,-0.006445,-0.003323,0
240,0.961034,0.98013,1,0.982219,0.99103,1,-0.021185,-0.0109,0
241,0.931205,0.964377,1,0.970754,0.98516,1,-0.039549,-0.020783,0
242,0.958894,0.979015,1,0.97317,0.986402,1,-0.014276,-0.007387,0
243,0.970643,0.985103,1,0.978731,0.989251,1,-0.008088,-0.004148,0
244,0.942868,0.970594,1,0.956127,0.977572,1,-0.013259,-0.006978,0
245,0.954845,0.976901,0.994565,0.968485,0.98399,1,-0.01364,-0.007089,-0.005435
246,0.941075,0.969643,1,0.967337,0.983397,1,-0.026262,-0.013754,0
247,0.947104,0.972834,1,0,0,0,0.947104,0.972834,1
248,0.948548,0.973595,1,0.967299,0.983378,1,-0.018751,-0.009783,0
249,0.968315,0.983902,1,0.966562,0.982997,1,0.001753,0.000905,0
250,0.944444,0.971429,0.9882,0.948296,0.973462,1,-0.003852,-0.002033,-0.0118
251,0.972727,0.986175,1,0.969941,0.984741,1,0.002786,0.001434,0
252,0.930916,0.964222,0.88326,0.972249,0.985929,1,-0.041333,-0.021707,-0.11674
253,0.95904,0.979092,1,0.977265,0.988502,1,-0.018225,-0.00941,0
254,0.972332,0.985972,1,0.984035,0.991953,1,-0.011703,-0.005981,0
255,0.919263,0.957934,0.846992,0.959474,0.979318,1,-0.040211,-0.021384,-0.153008
256,0.934506,0.966145,1,0.954045,0.976482,1,-0.019539,-0.010337,0
257,0.926355,0.96177,1,0.958934,0.979037,1,-0.032579,-0.017267,0
258,0.944444,0.971429,0.9882,0.951639,0.97522,1,-0.007195,-0.003791,-0.0118
259,0.975886,0.987796,1,0.97461,0.987142,1,0.001276,0.000654,0
260,0.939215,0.968655,1,0.973208,0.986422,1,-0.033993,-0.017767,0
261,0.94196,0.970113,1,0.980743,0.990278,1,-0.038783,-0.020165,0
262,0.935566,0.966711,0.884156,0.982411,0.991128,1,-0.046845,-0.024417,-0.115844
263,0.937393,0.967685,0.843905,0.941989,0.970128,0.966758,-0.004596,-0.002443,-0.122853
264,0.938478,0.968263,0.977077,0.981945,0.990891,1,-0.043467,-0.022628,-0.022923
265,0.900428,0.947605,0.855366,0.95583,0.977416,1,-0.055402,-0.029811,-0.144634
266,0.93889,0.968482,0.898964,0.95705,0.978054,1,-0.01816,-0.009572,-0.101036
267,0.925642,0.961385,1,0.973727,0.986689,1,-0.048085,-0.025304,0
268,0.961507,0.980376,1,0.905791,0.950567,0.993916,0.055716,0.029809,0.006084
269,0.942521,0.97041,0.994318,0.943491,0.970924,1,-0.00097,-0.000514,-0.005682
270,0.971429,0.985507,1,0.975899,0.987803,1,-0.00447,-0.002296,0
271,0.923921,0.960456,0.994318,0.949535,0.974114,1,-0.025614,-0.013658,-0.005682
272,0.939858,0.968997,1,0.974093,0.986877,1,-0.034235,-0.01788,0
273,0.981168,0.990494,1,0.972802,0.986213,1,0.008366,0.004281,0
274,0.965324,0.982356,1,0,0,0,0.965324,0.982356,1
275,0.930935,0.964232,0.924904,0.976319,0.988018,1,-0.045384,-0.023786,-0.075096
276,0.971505,0.985547,1,0.976295,0.988005,1,-0.00479,-0.002458,0
277,0.920971,0.95886,0.874368,0.940363,0.969265,0.956771,-0.019392,-0.010405,-0.082403
278,0.972989,0.986309,1,0.982918,0.991386,1,-0.009929,-0.005077,0
279,0.949167,0.973921,1,0.960366,0.979782,1,-0.011199,-0.005861,0
280,0.959846,0.979512,1,0.978185,0.988972,1,-0.018339,-0.00946,0
281,0.96576,0.982582,1,0.964745,0.982056,1,0.001015,0.000526,0
282,0.957367,0.978219,1,0.973496,0.98657,1,-0.016129,-0.008351,0
283,0.965949,0.982679,1,0.978529,0.989148,1,-0.01258,-0.006469,0
284,0.9681,0.983792,1,0.979457,0.989622,1,-0.011357,-0.00583,0
285,0.927795,0.962545,0.988764,0.96091,0.980065,1,-0.033115,-0.01752,-0.011236
286,0.966436,0.982932,1,0.940903,0.969552,1,0.025533,0.01338,0
287,0.932961,0.965318,0.980329,0.973338,0.986489,1,-0.040377,-0.021171,-0.019671
288,0.92751,0.962392,0.952858,0.979605,0.989697,1,-0.052095,-0.027305,-0.047142
289,0.961796,0.980526,0.967152,0.960042,0.979614,1,0.001754,0.000912,-0.032848
290,0.960199,0.979695,1,0.962301,0.980788,1,-0.002102,-0.001093,0
291,0.964124,0.981734,1,0.972564,0.986091,1,-0.00844,-0.004357,0
292,0.935272,0.966553,0.971831,0.972689,0.986155,1,-0.037417,-0.019602,-0.028169
293,0.981758,0.990795,1,0.981101,0.99046,1,0.000657,0.000335,0
294,0.929595,0.963513,1,0.958142,0.978624,1,-0.028547,-0.015111,0
295,0.93401,0.965879,1,0.959143,0.979146,1,-0.025133,-0.013267,0
296,0.942508,0.970403,0.99363,0.976787,0.988257,1,-0.034279,-0.017854,-0.00637
297,0.960563,0.979885,1,0.965815,0.982611,1,-0.005252,-0.002726,0
298,0.960926,0.980074,1,0.968773,0.984139,1,-0.007847,-0.004065,0
299,0.943939,0.971161,1,0.97024,0.984895,1,-0.026301,-0.013734,0
300,0.947704,0.97315,0.955801,0.952742,0.975799,1,-0.005038,-0.002649,-0.044199
301,0.975782,0.987743,1,0.977166,0.988451,1,-0.001384,-0.000708,0
302,0.886453,0.939809,0.923281,0.96767,0.983569,1,-0.081217,-0.04376,-0.076719
303,0.949658,0.974179,1,0.974167,0.986914,1,-0.024509,-0.012735,0
304,0.977672,0.98871,1,0.968035,0.983758,1,0.009637,0.004952,0
305,0.962759,0.981026,1,0.984183,0.992028,1,-0.021424,-0.011002,0
